SITE_ID,NAME,NOM,STREET,PLAQUE LOCATION,TOWN,PROV,REASON FOR DESIGNATION,RAISION DE LA DESIGNATION,LATITUDE (WGS84),LONGITUDE (WGS84)
263,Bloody Creek,Bloody Creek,Highway 201,<Null>,Bridgetown,Nova Scotia,"Two French-English combats, 1711 and 1757","Lieu où Français et Anglais se sont livré bataille deux fois, d'abord en 1711, puis en 1757",44.82222,-65.30972
326,Bloody Falls,Bloody Falls,<Null>,<Null>,Kugluktuk,Nunavut,"Pre-contact hunting and fishing sites; records the presence of Pre-Dorset, Thule, First Nation and Inuit cultures over the past three millennia","Lieux de chasse et de pêche de la pré-contact; garde des traces de la présence des cultures du pré-Dorset, de Thulé, des Premières Nations et inuite au cours des trois derniers millénaires",67.749481,-115.382471
110,Boat Encampment,Boat Encampment,<Null>,1953 on Big Bend Highway / 1972 near Mica Dam,"Warsaw Mountain, Red Rock Bay",British Columbia,Key trans-shipment point on Columbia River,Important point de transbordement sur le fleuve Columbia,52.104911,-118.492577
808,Bois Blanc Island Lighthouse and Blockhouse,Phare et blockhaus de l'Île Bois Blanc,<Null>,<Null>,Bois Blanc Island,Ontario,"Wooden blockhouse part of the defences of Fort Malden, 1839; point of attack by Canadian rebels and their American sympathizers; January 1838",Blockhaus en bois partie des ouvrages de défense du fort Malden; 1839; points d'attaque des rebelles canadiens et de leurs sympathisants américains; janvier 1838,42.086966,-83.119483
162,Boishébert,Boishébert,"Highway 8, Northwest Bridge",<Null>,Miramichi,New Brunswick,"Acadian refugee settlement, 1756-59",Colonie de réfugiés acadiens (1756-1759),46.97206,-65.573233
603,Bolton-Est Town Hall,Mairie du canton de Bolton-Est,<Null>,Main Entrance of building,Bolton-Est,Quebec,Erected in 1867 by community using local wood,Érigée en 1867 par des habitants de la localité avec du bois de la région,45.202962,-72.356263
682,Bon-Pasteur Chapel,Chapelle du Bon-Pasteur,1080 Lachevrotière Street,<Null>,Québec,Quebec,"Important convent chapel with fine interior, 1866-68",Importante chapelle de couvent qui présente un bel intérieur (1866-68),46.807517,-71.21796
656,Bonsecours Market,Marché Bonsecours,350 Saint-Paul Street East,<Null>,Montréal,Quebec,Outstanding mid 19th-century civic building on waterfront,Éminente édifice public du milieu du XIXe siècle qui s'élève au bord de l'eau,45.50896,-73.551554
848,Boyd's Cove Beothuk,Site Béothuk de Boyd's Cove,<Null>,"Boyd’s Cove Beothuk Interpretation Centre, Boyd’s Cove Beothuk Interpretation Centre",Boyd's Cove,Newfoundland and Labrador,Major archaeological site for Beothuk history,Site archéologique important pour l'histoire Beothuk,49.462714,-54.629307
830,Bridge Island / Chimney Island,Île-Bridge / Île-Chimney,<Null>,"on a panel, Saint Lawrence Islands National Park - Mallorytown",Chimney Island,Ontario,"British blockhouse and battery, protected route downstream to Montreal; War of 1812",Base navale de la guerre de 1812,44.469653,-75.839955
49,Britannia Mines Concentrator,Concentrateur des Mines Britannia,Highway 99,Howe Sound,Britannia Beach,British Columbia,Important 1920s-30s copper mine concentrator,Importante concentrateur des mines de cuivre exploitées dans les années 1920-30,49.622632,-123.203809
76,Britannia Shipyard,Chantier naval Britannia,5189 Westwater Drive,5180 Dyke Road,Richmond,British Columbia,Historic ship repair and building facility,Chantier naval historique consacré à la construction et à la réparation de navires,49.12135,-123.16925
42,British Block Cairn,Cairn du British Block,<Null>,<Null>,Suffield,Alberta,Important example of Niitsitapi cultural heritage; one of the best examples of a most striking site type: a large boulder cairn,Spécimen important du patrimoine culturel des Niitsitapi des plaines de l'Ouest canadien; plus beaux spécimens d'un type de lieu fort impressionnant : un immense cairn de pierres,50.608357,-110.592009
795,Brockinton,Brockinton,East bank of Souris River,<Null>,Melita,Manitoba,"Late pre-contact site, Blackduck phase","Site de la période pré-contact tardive, phase correspondant à la culture Blackduck",49.201879,-101.032868
10,Brooks Aqueduct,Aqueduc de Brooks,"8km southeast of Brooks, off the Trans-Canada Highway",Kinbrook Island Provincial Park,Brooks,Alberta,Landmark irrigation project built by Canadian Pacific Railway in 1912-14,Important ouvrage d'irrigation construit par le Canadien Pacifique entre 1912 et 1914,50.531817,-111.83815
829,Burlington Heights,Burlington Heights,610 York Boulevard,Harvey Park,Hamilton,Ontario,"Key position and supply depot for the defence of the Niagara peninsula, War of 1812 battle site",Un des champs de bataille de la guerre de 1812; position clé et un dépôt d'approvisionnement pour la défense de la péninsule de Niagara,43.271967,-79.88585
2085,Butchart Gardens,Jardins Butchart,800 Benvenuto Drive,<Null>,Saanichton,British Columbia,"Embodying the vision of their gifted founder, Jennie Butchart, represent the remarkable combination of three aspects of Canadian gardening history","Conformément à la vision de Jennie Butchart, les jardins intègrent de façon remarquable trois aspects de l'histoire horticole canadienne",48.563626,-123.468711
437,Butler's Barracks,Casernes de Butler,Queen's Parade,<Null>,Niagara-on-the-Lake,Ontario,"Complex represents 150 years of military history; part of Fort George complex, captured by Americans, May 1813; War of 1812",Ensemble de bâtiments témoignent de 150 ans d'histoire militaire,43.248438,-79.074301
1889,Buxton Settlement,Établissement Buxton,"7th concession, Dillon and Drake Roads",Buxton Museum,Buxton,Ontario,Farming community established by Underground Railroad refugees,Communauté agricole établie par des réfugiés du chemin de fer clandestin,42.306366,-82.221067
2201,Cable Building,Édifice du Câble,Water Street,<Null>,Bay Roberts,Newfoundland and Labrador,An important keystone in transatlantic communications and the development of the Western Union Telegraph Company network,A été une véritable clé de voûte des communications transatlantiques et de la formation du réseau de la Western Union Telegraph Company,47.596487,-53.254343
12,Calgary City Hall,Hôtel de ville de Calgary,716 Macleod Trail SE,Mounted on concrete plinth in front of building,Calgary,Alberta,"Imposing civic building in Romanesque Revival style, 1907-1911","Imposant édifice public municipal appartenant au style néo-roman, (1907-1911)",51.045946,-114.057824
2309,Camp Hughes,Camp Hughes,<Null>,<Null>,Hughes,Manitoba,"Most intact First World War battlefield terrain, created for training purposes, remaining in Canada and one of a dwindling number worldwide","C'est, parmi les terrains de manuvre créés pour servir à l'entraînement militaire pendant la Première Guerre mondiale, celui qui est resté dans le meilleur état de conservation au Canada",49.882212,-99.553011
772,Canadian Bank of Commerce,Banque de commerce canadienne,201 Main Street,<Null>,Watson,Saskatchewan,Rare extant example of prefabricated western bank,Un des rares exemples encore existants des banques préfabriquées assemblées dans l'Ouest,52.129013,-104.524028
2072,Canadian Bank of Commerce,Banque de Commerce Canadienne,Front Street,On a rock by the Bank Building,Dawson,Yukon Territory,Important banking services were performed here from the gold rush of 1898 until 1989,Les services qu'offrit la banque de commerce canadienne depuis la ruée vers l'or de 1898 jusqu'en 1989,64.062885,-139.435389
2266,Canadian Car & Foundry,Canadian Car & Foundry,1001 Montreal Street,<Null>,Thunder Bay,Ontario,Representative of the wartime contributions made by thousands of women; played an important role in the mass-transit manufacturing industry,Bel exemple de l'effort de guerre consenti par des milliers de femmes; a joué un rôle important dans l'industrie des véhicules de transport collectif,48.358775,-89.30053
156,Canadian Pacific Railway Station (Winnipeg),Gare du Canadien Pacifique à Winnipeg,181 Higgins Avenue,<Null>,Winnipeg,Manitoba,"Classically inspired railway station, gateway to the West, 1904-05",Gare ferroviaire d'inspiration classique; la porte de l'Ouest (1904-1905),49.904483,-97.131767
353,Canal Lake Concrete Arch Bridge,Pont de Béton en Arc du Lac Canal,"Centennial Park Road, southwest side of TSW bridge",<Null>,Bolsover,Ontario,Early use of concrete in bridge construction,Un des premiers ponts construits en béton,44.557997,-79.045941
827,Canso Islands,Îles Canso,School Street,Canso Public School Grounds,Canso,Nova Scotia,"Fishing centre, 16th- to 19th-century","Emplacement d'un centre de pêche, du XVIe au XVIIIe siècle",45.346563,-60.970702
604,Cap-des-Rosiers Lighthouse,Phare du Cap-des-Rosiers,Highway 132,<Null>,Cap-des-Rosiers,Quebec,"Tallest lighthouse in Canada, 112 feet, 1858","Construit en 1858, le plus haut de tous les phares du Canada, 112 pieds",48.8563,-64.2011
221,Cape Pine Lighthouse,Phare du cap Pine,Cape Pine Road,<Null>,Cape Pine,Newfoundland and Labrador,"Early circular cast-iron tower, 1851; first landfall light built on the dangerous south coast of Newfoundland's Avalon Peninsula",Vieux phare cylindrique en fonte (1851); premier feu d'atterrissage à avoir été construit sur la dangereuse côte sud de la presqu'île Avalon,46.617222,-53.5325
222,Cape Race Lighthouse,Phare du cap Race,off Route 10,<Null>,Cape Race,Newfoundland and Labrador,Strategic and most important landfall light built on the dangerous and fog-bound southern shore of the Avalon peninsula,Phare qui se dresse à un endroit stratégique d'une importante route maritime;l à avoir été construit sur le dangereux et brumeux littoral sud de la presqu'île Avalon,46.658686,-53.073669
223,Cape Spear Lighthouse,Phare de cap Spear,Blackhead Road / Route 11,On rock several metres north of lighthouse,Cape Spear,Newfoundland and Labrador,"Oldest surviving lighthouse in Newfoundland, 1835",Le plus ancien phare à avoir subsisté jusqu'à nos jours à Terre-Neuve (1835),47.519922,-52.62332
683,Capitol Theatre / Québec Auditorium,Capitol Theatre / Québec Auditorium,972 Saint-Jean Street,On wall of theatre,Québec,Quebec,"Dramatic Beaux-Arts playhouse with elaborate interior, 1902-03","Salle de spectacles, style Beaux-Arts imposant; intérieur comprenant de nombreux détails (1902-1903)",46.812766,-71.213969
607,Carillon Barracks,Caserne de Carillon,50 Principale Street,<Null>,Carillon,Quebec,Early 19th-century stone military building,Bâtiment militaire en pierre construit au début du XIXe siècle,45.564978,-74.371897
608,Carillon Canal,Canal de Carillon,210 du Barrage Street,<Null>,Carillon,Quebec,"Two earlier canals, 1826-33",Deux autres canaux l'ont précédé sur cet emplacement (1826-33),45.567508,-74.375634
201,Carleton Martello Tower,Tour Martello de Carleton,454 Whipple Street,<Null>,Saint John,New Brunswick,Fortification built to defend Saint John during War of 1812,Fortification construite pour défendre Saint John pendant la guerre de 1812,45.252063,-66.076583
749,Carlton House,Carlton House,<Null>,<Null>,Fort Carlton,Saskatchewan,"Hudson's Bay Company post, 1795-1885",Emplacement d'un poste de la Compagnie de la Baie d'Hudson (1795-1885),52.870433,-106.528003
364,Carrying Place of the Bay of Quinte,Portage de la baie de Quinte,Highway 33 (Loyalist Parkway) at Highway 64 (Old Portage Road),<Null>,Carrying Place,Ontario,1787 treaty between British and Mississauga,Lieu où fut signé le traité de 1787 entre les Britanniques et les Mississaugas,44.048686,-77.581817
684,Cartier-Brébeuf,Cartier-Brébeuf,175 Espinay Street,<Null>,Québec,Quebec,"Wintering place of Jacques Cartier, 1535-36",Endroit où Jacques Cartier a passé l'hiver 1535-1536,46.82552,-71.239525
277,Cast Iron Façade / Coomb's Old English Shoe Store,Ancien magasin de chaussures anglaises Coombs,1883-1885 Granville Street,<Null>,Halifax,Nova Scotia,"Rare and early example of full cast iron façade, 1860",Exemple rare et ancien de façade en fonte (1860),44.649821,-63.574741
234,Castle Hill,Castle Hill,Route 100,in RCMP grounds,Placentia,Newfoundland and Labrador,17th- and 18th-century French and British fortifications,Fortifications françaises et britanniques des XVIIe et XVIIIe siècles,47.25098,-53.97154
813,Castle Kilbride,Castle Kilbride,60 Snyder's Road West,<Null>,Baden,Ontario,Superb interior mural decoration,Magnifiques peintures murales intérieures,43.404233,-80.671683
2310,Cataraqui Cemetery,Cimetière Cataraqui,927 Purdy’s Mill Road,<Null>,Kingston,Ontario,An attractive and well preserved example of a medium-sized rural cemetery characterized by its uneven topography and naturalistic landscape; laid out in the Picturesque manner,"Bel exemple de cimetière rural de taille moyenne en bon état de conservation, que caractérisent des reliefs accidentés et un aménagement naturel; dessinées dans le style pittoresque",44.262071,-76.541775
630,Caughnawaga Mission / Mission of St. Francis Xavier,Mission de Caughnawaga / mission Saint-François-Xavier,corner of River Road and Riverfront Road,<Null>,Kahnawake,Quebec,Jesuit mission to Mohawks established 1647,"Mission des Jésuites chez les Agniers, fondée en 1647",45.415602,-73.67674
631,Caughnawaga Presbytery,Presbytère de la mission de Caughnawaga,corner of River Road and Riverfront Road,<Null>,Kahnawake,Quebec,"Oldest surviving building at mission, 18th-century",Le plus ancien des bâtiments encore debout à la mission; XVIIIe siècle,45.415745,-73.677192
3,Cave and Basin,Cave and Basin,"Cave Avenue, 1.5 km from Bow River Bridge",on a cairn in front of the building,Banff National Park of Canada,Alberta,"Hot springs, birthplace of national parks","Sources thermales, berceau du réseau des parcs nationaux",51.169388,-115.590794
456,Central Chambers,Édifice Central,40-46 Elgin Street and Queen,<Null>,Ottawa,Ontario,"Fine Queen Anne Revival commercial block, 1890-91",Bel immeuble commercial de style néo-Queen Anne (1890-1891),45.423155,-75.695341
